분류,이름,주소,전화번호,대표사진주소
술집,다시오마,제주특별자치도 서귀포시 서귀동 827,064-732-6011,
"호프,요리주점",토크쇼 남원지점,제주특별자치도 서귀포시 남원읍 남원회관로 75,064-764-8375,
술집,경원소주방,제주특별자치도 서귀포시 안덕면 사계남로 171,,
실내포장마차,꼬마분식포장마차,제주특별자치도 서귀포시 대정읍 가파로67번길 3,,
"호프,요리주점",러브리호프,제주특별자치도 서귀포시 중정로91번길 46,064-733-5942,
"호프,요리주점",스카이데이,제주특별자치도 서귀포시 동홍로 7,,
술집,칸,제주특별자치도 서귀포시 태평로353번길 22,064-732-5920,
"호프,요리주점",생방송 모슬포점,제주특별자치도 서귀포시 대정읍 상모로 311,064-794-7892,
술집,상원소주방,제주특별자치도 서귀포시 남원읍 태위로 166,,
"호프,요리주점",느낌호프,제주특별자치도 서귀포시 중정로91번길 51-1,064-762-7766,
술집,바다펌,제주특별자치도 서귀포시 성산읍 섭지코지로 62,,
"호프,요리주점",꼬꼬랑호프,제주특별자치도 서귀포시 표선면 표선중앙로96번길 9-1,064-787-5593,
"호프,요리주점",베프,제주특별자치도 서귀포시 신서귀로51번길 3,,
"호프,요리주점",달빛소주방국수,제주특별자치도 서귀포시 안덕면 화순로 92,064-794-0804,
술집,호꼴락,제주특별자치도 서귀포시 표선면 표선중앙로80번길 9,,
"호프,요리주점",행진,제주특별자치도 서귀포시 중앙로48번길 35,064-763-0009,
"호프,요리주점",돌샘호프,제주특별자치도 서귀포시 태평로371번길 20,064-767-4170,
"호프,요리주점",외로워도술퍼도,제주특별자치도 서귀포시 중앙로72번길 18,,
술집,세븐,제주특별자치도 서귀포시 성산읍 고성오조로 70-2,064-782-8830,
"호프,요리주점",또와또와소주방,제주특별자치도 서귀포시 중정로91번길 16,,
술집,돌고래포차,제주특별자치도 서귀포시 대정읍 최남단해안로 18,,
술집,가비,제주특별자치도 서귀포시 중앙로59번길 7,064-762-0502,
오뎅바,오뎅사께 서귀포중앙점,제주특별자치도 서귀포시 동홍로 6,,
실내포장마차,아씨네포차,제주특별자치도 서귀포시 중앙로62번길 18,,
실내포장마차,포차7080,제주특별자치도 서귀포시 대정읍 신영로 117 1층,,
실내포장마차,대포차,제주특별자치도 서귀포시 천제연로 193,,
"호프,요리주점",주주총회,제주특별자치도 서귀포시 일주동로 8168,,
술집,스위트호텔 안트레,제주특별자치도 서귀포시 중문관광로72번길 67,064-735-9155,
"호프,요리주점",오늘한잔,제주특별자치도 서귀포시 이어도로 685-1 2층,,
술집,AZT,제주특별자치도 서귀포시 대정읍 글로벌에듀로 382 B동 111호,,
"호프,요리주점",비어앤테라스,제주특별자치도 서귀포시 이어도로 215,,
"호프,요리주점",토크쇼 동문점,제주특별자치도 서귀포시 동문로 65,064-763-3790,
"호프,요리주점",너도먹고나도먹고,제주특별자치도 서귀포시 중앙로59번길 14 1층,064-767-4203,
실내포장마차,언니포차,제주특별자치도 서귀포시 명동로 5,070-890-1011,
"호프,요리주점",베이찡,제주특별자치도 서귀포시 이중섭로 11,,
술집,티엠비숯불바베큐,제주특별자치도 서귀포시 표선면 표선동서로 228,064-805-0022,
술집,향까페,제주특별자치도 서귀포시 중정로91번길 27,064-733-2228,
"호프,요리주점",즐마클럽,제주특별자치도 서귀포시 중앙로72번길 6,064-739-0913,
"호프,요리주점",마돈나,제주특별자치도 서귀포시 표선면 표선중앙로 76,064-787-3300,
"호프,요리주점",어우동,제주특별자치도 서귀포시 중정로91번길 41-1,064-732-7090,
"호프,요리주점",잔비어스(잔BEERS),제주특별자치도 서귀포시 이중섭로 12,064-767-1259,
"호프,요리주점",소주는바투,제주특별자치도 서귀포시 남원읍 태위로663번길 1,064-764-6676,
술집,이공일구아지트,제주특별자치도 서귀포시 일주동로 8584,070-5038-3746,
술집,틈소주방,제주특별자치도 서귀포시 성산읍 고성오조로 76,064-784-3330,
"호프,요리주점",8로우,제주특별자치도 서귀포시 동홍중앙로66번길 22-11,,
"호프,요리주점",퍼블리코제이제이홀덤펍,제주특별자치도 서귀포시 신서로48번길 20-9 2층,,
술집,스테이 카페,제주특별자치도 서귀포시 색달로72번길 22,,
술집,팬클럽,제주특별자치도 서귀포시 중정로91번길 42,064-733-7513,
"호프,요리주점",30번가,제주특별자치도 서귀포시 중정로 30,064-732-5530,
술집,그디가게,제주특별자치도 서귀포시 성산읍 고성동서로 54,064-782-6288,
"호프,요리주점",백스비어 제주올레시장점,제주특별자치도 서귀포시 중정로62번길 4,064-732-7901,
술집,야간열차소주방,제주특별자치도 서귀포시 표선면 표선동서로 263,064-787-7702,
"호프,요리주점",야인시대,제주특별자치도 서귀포시 대정읍 하모중앙로 62-2,,
실내포장마차,백록귀빈댁,제주특별자치도 서귀포시 중앙로 49,,
술집,사진술 펍토그래피,제주특별자치도 서귀포시 성산읍 신고로22번길 34,,
"호프,요리주점",술담한잔,제주특별자치도 서귀포시 중앙로 196,,
와인바,스위트호텔 제주점 라비타,제주특별자치도 서귀포시 중문관광로72번길 67,064-735-9125,
"호프,요리주점",마당발,제주특별자치도 서귀포시 표선면 표선중앙로 86,064-787-1410,
술집,영주레저앤컨설팅,제주특별자치도 서귀포시 칠십리로 191 1층,064-732-9886,
"호프,요리주점",예감호프,제주특별자치도 서귀포시 중정로91번길 42,064-763-9494,
실내포장마차,낮도깨비포차,제주특별자치도 서귀포시 명동로 12,,
술집,몽생이소주방,제주특별자치도 서귀포시 대정읍 하모중앙로 69,,
실내포장마차,기립실내포장마차,제주특별자치도 서귀포시 중정로91번길 25,,
"호프,요리주점",한잔더,제주특별자치도 서귀포시 태평로537번길 40-2,,
술집,주모,제주특별자치도 서귀포시 성산읍 고성동서로56번길 13,064-784-0471,
"호프,요리주점",컬러링 서귀포점,제주특별자치도 서귀포시 동문로 32,064-763-5690,
술집,더조은치킨코리아점,제주특별자치도 서귀포시 문부로 12,064-733-5541,
술집,오빠야,제주특별자치도 서귀포시 성산읍 고성동서로56번길 13,064-782-0551,
"호프,요리주점",9터미널,제주특별자치도 서귀포시 서문로 9,,
술집,봄에허브카페,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 13,,
술집,정거장,제주특별자치도 서귀포시 성산읍 동류암로39번길 5-1,,
술집,복건배,제주특별자치도 서귀포시 정방로 7-4,064-733-3140,
술집,진희네식당,제주특별자치도 서귀포시 중앙로72번길 8-1,,
술집,허니엔,제주특별자치도 서귀포시 중앙로48번길 9,064-732-6636,
"호프,요리주점",12번가,제주특별자치도 서귀포시 이중섭로 12 1층,064-762-6665,
실내포장마차,라이크포차,제주특별자치도 서귀포시 안덕면 화순로 96,,
"호프,요리주점",비어사케 서귀포점,제주특별자치도 서귀포시 이중섭로 5,,
술집,앙트레 스위트호텔 제주,제주특별자치도 서귀포시 중문관광로72번길 67,064-735-9125,
술집,초이스,제주특별자치도 서귀포시 성산읍 고성동서로 48,,
"호프,요리주점",남원호프,제주특별자치도 서귀포시 남원읍 태위로679번길 9,,
술집,제주신화월드 S BAR,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,064-908-1265,
"호프,요리주점",텅꼬치구이서귀점,제주특별자치도 서귀포시 중앙로47번길 6,064-733-9298,
"호프,요리주점",스페샬 동남점,제주특별자치도 서귀포시 성산읍 고성오조로84번길 2,064-784-5758,
"호프,요리주점",나몰라,제주특별자치도 서귀포시 중앙로71번길 8,,
실내포장마차,와따봉386포차,제주특별자치도 서귀포시 동문동로53번길 14,,
술집,만사형통,제주특별자치도 서귀포시 대정읍 상모로 285,064-792-9997,
술집,나이스단란주점,제주특별자치도 서귀포시 신서로48번길 51-8,,
술집,초록물고기소주방,제주특별자치도 서귀포시 대정읍 하모항구로 74-1,,
술집,토리가라치킨스틱동홍점,제주특별자치도 서귀포시 동홍서로 96,064-901-7663,
와인바,하이프리플로트,제주특별자치도 서귀포시 남원읍 태위로679번길 10,,
술집,새벽길,제주특별자치도 서귀포시 대정읍 상모로 289,,
술집,작은성,제주특별자치도 서귀포시 이중섭로 19,,
"호프,요리주점",원더풀,제주특별자치도 서귀포시 중앙로47번길 1,,
술집,에스지중문,제주특별자치도 서귀포시 천제연로 200,064-739-4255,
와인바,홀그레인머스타드,제주특별자치도 서귀포시 대청로 12 상가동 1층 104호,010-5845-2450,
술집,수연,제주특별자치도 서귀포시 중정로61번길 30-1,064-763-8860,
와인바,칠링아웃샵 제주중문점,제주특별자치도 서귀포시 중문관광로 305,010-7353-9985,
"호프,요리주점",콩깍지,제주특별자치도 서귀포시 중앙로47번길 7,,
술집,벤츠,제주특별자치도 서귀포시 중앙로 25-3 2층,,
"호프,요리주점",하이델베르그,제주특별자치도 서귀포시 명동로 14 7층,,
술집,야끼,제주특별자치도 서귀포시 중정로91번길 10,,
"호프,요리주점",붐비어,제주특별자치도 서귀포시 표선면 표선중앙로 96,,
술집,정아소주방,제주특별자치도 서귀포시 대정읍 하모상가로 42,064-794-7494,
술집,별궁소주방,제주특별자치도 서귀포시 중정로91번길 41-1,064-733-9301,
"호프,요리주점",스위트호텔 엔트리,제주특별자치도 서귀포시 중문관광로72번길 67,064-735-9125,
술집,긴판때기,제주특별자치도 서귀포시 안덕면 사계북로 95,,
"호프,요리주점",노가리앤비어 남원점,제주특별자치도 서귀포시 남원읍 태위로 685,,
술집,빠박이포차,제주특별자치도 서귀포시 중앙로195번길 6,,
"호프,요리주점",안주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,
"호프,요리주점",런카페,제주특별자치도 서귀포시 명동로 53,,
술집,전국노래자랑,제주특별자치도 서귀포시 표선면 일주동로 6466,,
술집,신양귀비,제주특별자치도 서귀포시 중정로61번길 24,,
"호프,요리주점",신호등술집,제주특별자치도 서귀포시 상예로 15,,
술집,토닥토닥,제주특별자치도 서귀포시 표선면 일주동로 6466,,
술집,라이브카페레옹,제주특별자치도 서귀포시 표선면 민속해안로 580,,
"호프,요리주점",빅썸펍,제주특별자치도 서귀포시 남원읍 태위로 984-7 B동 1층,,
술집,퀸단란주점,제주특별자치도 서귀포시 남원읍 태위로 670,,
실내포장마차,주막,제주특별자치도 서귀포시 동문로 25-1,064-763-3288,
술집,사롬펍,제주특별자치도 서귀포시 하효중앙로 112,,
"호프,요리주점",사오정호프,제주특별자치도 서귀포시 천지로 24,064-762-5595,
술집,나무와별자리,제주특별자치도 서귀포시 표선면 표선중앙로 80,064-787-9935,
"호프,요리주점",배뽕끄랑,제주특별자치도 서귀포시 동홍남로 49,,
"호프,요리주점",물통호프,제주특별자치도 서귀포시 표선면 표선중앙로 104,,
술집,포세이돈단란주점,제주특별자치도 서귀포시 표선면 표선동서로 246,,
술집,춘자단란주점,제주특별자치도 서귀포시 대정읍 하모상가로 18-1,,
술집,예술,제주특별자치도 서귀포시 대정읍 영서중로 6,,
술집,올단란주점,제주특별자치도 서귀포시 표선면 표선동서로 252,,
"호프,요리주점",심야식당제주서녘,제주특별자치도 서귀포시 대정읍 영어도시로 74 1층,,
"호프,요리주점",제스펍,제주특별자치도 서귀포시 동홍중앙로 51,,
술집,디어프렌즈 호프Dear Friends,제주특별자치도 서귀포시 중앙로 198-20,,
술집,쎄븐,제주특별자치도 서귀포시 중앙로47번길 7,,
술집,불꽃단란주점,제주특별자치도 서귀포시 중정로91번길 30,,
분류,이름,주소,전화번호,대표사진주소
일본식주점,미친부엌,"제주특별자치도 제주시 탑동로 15 1,2층",064-721-6382,
일본식주점,닻,제주특별자치도 제주시 애월읍 하귀2리 2726,070-4147-2154,
"호프,요리주점",싱싱잇,제주특별자치도 제주시 한림읍 한림로 181,,
"호프,요리주점",동백별장,제주특별자치도 제주시 원노형3길 44,010-8885-7876,
일본식주점,가치,제주특별자치도 제주시 동한두기길 17 1층,010-8477-5945,
"호프,요리주점",맥파이 블루버드,"제주특별자치도 제주시 탑동로2길 7 1,2층",064-722-2849,
"호프,요리주점",정대,제주특별자치도 제주시 서광로32길 29-1 2층,,
일본식주점,청담이상 신제주점,제주특별자치도 제주시 원노형로 66 1층,064-712-4500,
일본식주점,우미노식탁,제주특별자치도 제주시 애월읍 금성5길 42-24,064-799-1343,
"호프,요리주점",달사막,제주특별자치도 제주시 조천읍 함덕로 26 1층,,
와인바,인디안썸머,제주특별자치도 제주시 애월읍 애월로4길 9,064-799-8444,
일본식주점,이자카야달,제주특별자치도 제주시 애월읍 가문동길 27-8,064-745-6009,
일본식주점,마이도,제주특별자치도 제주시 은남2길 35 1층,064-747-7972,
술집,브루클린 제주,제주특별자치도 제주시 애월읍 신엄연대길 30,064-799-1242,
일본식주점,심야식당 코나카,제주특별자치도 제주시 인다14길 28-12,010-6255-4665,
"호프,요리주점",화산2020,제주특별자치도 제주시 흥운길 85 1층,064-803-0332,
일본식주점,김씨술생활 제주협재점,제주특별자치도 제주시 한림읍 한림로 406 2층,010-9911-2583,
일본식주점,탐라요정,제주특별자치도 제주시 광양10길 21,010-6789-4867,
와인바,오늘와인한잔 연동점,제주특별자치도 제주시 신대로16길 44 1층,064-743-1912,
일본식주점,담이자카야,제주특별자치도 제주시 연동4길 36 뜨레모아9차아파트상가 1층,064-747-7910,
일본식주점,0626와흘,제주특별자치도 제주시 조천읍 와흘상서1길 4,010-7121-0626,
일본식주점,더 시그니처 이자카야,제주특별자치도 제주시 신광로 47 2층,0507-1359-6635,
실내포장마차,원님네포장마차,제주특별자치도 제주시 신대로10길 35,064-711-5080,
"호프,요리주점",빨간집 본점,제주특별자치도 제주시 광양13길 7 1층,064-723-1173,
"호프,요리주점",오지하우스호주식당,제주특별자치도 제주시 광양10길 26,064-757-8253,
"호프,요리주점",느루온,제주특별자치도 제주시 신설로9길 33 지하1층,010-3691-6749,
일본식주점,현,제주특별자치도 제주시 신형로 23 우주빌빌딩 2층,064-711-3600,
"호프,요리주점",언플러그,제주특별자치도 제주시 해안마을길 43 지하1층,,
"호프,요리주점",금능반지하,제주특별자치도 제주시 한림읍 금능9길 30 1층,010-6569-4337,
"호프,요리주점",올댓제주,제주특별자치도 제주시 중앙로1길 33,064-901-7893,
"호프,요리주점",역전할머니맥주 제주시청점,제주특별자치도 제주시 광양8길 4,064-752-7577,
"호프,요리주점",노가리앤비어 도남점,제주특별자치도 제주시 신성로10길 1,,
칵테일바,탱테일,제주특별자치도 제주시 원노형5길 19 1층 102호,010-4512-2555,
와인바,빅 디어,제주특별자치도 제주시 신성로12길 2 1층,010-8612-0465,
일본식주점,가로수길마루,제주특별자치도 제주시 애월읍 애월로 11,064-799-2929,
일본식주점,일상다반사,제주특별자치도 제주시 신대로12길 10 101호,064-747-9856,
일본식주점,빗소리,제주특별자치도 제주시 구좌읍 김녕로 151,,
일본식주점,술시,제주특별자치도 제주시 한림읍 협재2길 12 1층,010-2034-5765,
술집,더부즈 제주,제주특별자치도 제주시 노형11길 5-4,064-747-0045,
일본식주점,스나쿠타카,제주특별자치도 제주시 애월읍 일주서로 7063,064-711-7063,
와인바,바코,제주특별자치도 제주시 조천읍 선진길 83,064-782-6668,
술집,빨간집 제원점,제주특별자치도 제주시 신대로16길 51,064-727-8828,
"호프,요리주점",소앵븟,제주특별자치도 제주시 우정로8길 6 탐라하이츠빌 지하1층,070-4647-4699,
일본식주점,월령작야달의객잔,제주특별자치도 제주시 한림읍 월령3길 39-5 푸르다오션펜션 1층,010-8593-9976,
실내포장마차,노형포차,제주특별자치도 제주시 다랑곶5길 9 1층,064-747-7798,
"호프,요리주점",십오야,제주특별자치도 제주시 조천읍 신북로 506,010-4129-0866,
와인바,20세기 소년,제주특별자치도 제주시 동광로1길 2 1층,064-759-4451,
"호프,요리주점",역전할머니맥주 연동점,제주특별자치도 제주시 노연로 108 1층,064-742-9800,
"호프,요리주점",야해,제주특별자치도 제주시 노형11길 6 1층,064-746-7883,
"호프,요리주점",스톤아일랜드 탭하우스,제주특별자치도 제주시 삼무로7길 16 1층,,
"호프,요리주점",제주 귀덕 골방,제주특별자치도 제주시 한림읍 귀덕5길 33 1층 102호,0507-1341-3614,
와인바,옐로우돕,제주특별자치도 제주시 고마로16길 9,,
"호프,요리주점",쿠주,제주특별자치도 제주시 서광로32길 26-4 1층,064-721-3336,
실내포장마차,목수포차,제주특별자치도 제주시 애월읍 고내북동길 51-22,064-799-2080,
"호프,요리주점",1943,제주특별자치도 제주시 연동7길 38,,
"호프,요리주점",무시로,제주특별자치도 제주시 서광로32길 28-1 2층,,
"호프,요리주점",역전할머니맥주노형점,제주특별자치도 제주시 연북로 45,064-749-0099,
"호프,요리주점",곽지BAR다,제주특별자치도 제주시 애월읍 곽지1길 18 1층,,
"호프,요리주점",마담나탈리소셜클럽,제주특별자치도 제주시 한림읍 옹포2길 10,,
"호프,요리주점",협재1번가,제주특별자치도 제주시 한림읍 협재1길 1 1층,010-4510-4458,
칵테일바,말렛,제주특별자치도 제주시 노형11길 6 1층,0507-1408-7890,
실내포장마차,1970새마을포차 제주연동점,제주특별자치도 제주시 연동7길 38 2층,,
와인바,스크루지펍,제주특별자치도 제주시 국기로 44,070-8754-0001,
"호프,요리주점",김녕회관,제주특별자치도 제주시 구좌읍 김녕로 170,010-9398-8746,
"호프,요리주점",우미관,제주특별자치도 제주시 서광로32길 40-1,,
술집,애파소,제주특별자치도 제주시 애월읍 애월로 118 2층,064-799-0804,
"호프,요리주점",함덕487,제주특별자치도 제주시 조천읍 신북로 487 1층,064-782-0487,
"호프,요리주점",오늘술집주다방 제주연동점,제주특별자치도 제주시 신대로16길 52,,
일본식주점,이자까야 숲,제주특별자치도 제주시 신광로 59 2층,064-744-1684,
술집,일도가공,제주특별자치도 제주시 관덕로15길 9 1층,070-4647-1543,
와인바,라비에,제주특별자치도 제주시 신성로13길 17,,
와인바,수리코,제주특별자치도 제주시 한경면 조수설목1길 8,,
"호프,요리주점",제주주당,제주특별자치도 제주시 동광로17길 3 1층,064-901-6063,
"호프,요리주점",주민상회 제주노형점,제주특별자치도 제주시 다랑곶2길 12,,
"호프,요리주점",에스토에스디네로,제주특별자치도 제주시 구남로2길 32 1층,010-4339-6751,
와인바,내도음악상가,제주특별자치도 제주시 테우해안로 106 2층,0507-1338-9262,
"호프,요리주점",주력,제주특별자치도 제주시 서광로32길 16 1층,,
"호프,요리주점",호랑이,제주특별자치도 제주시 조천읍 신북로 506,010-9518-1611,
일본식주점,타니,제주특별자치도 제주시 신설로 40-11 1층,,
"호프,요리주점",짙은,제주특별자치도 제주시 도남로 46,,
"호프,요리주점",괜찮은술책,제주특별자치도 제주시 구좌읍 종달로 60-12 1층,,
실내포장마차,한신포차 제주연동점,제주특별자치도 제주시 신대로16길 49,064-747-1192,
일본식주점,기분,제주특별자치도 제주시 만덕로 9 1층,010-5440-5659,
술집,빨간집 연동점,제주특별자치도 제주시 신대로 126,064-747-7675,
"호프,요리주점",빨간집 아라점,제주특별자치도 제주시 중앙로 556,064-726-1378,
칵테일바,정글북바이앨리스,제주특별자치도 제주시 노연로 80 메종글래드 제주 2층,064-710-8246,
칵테일바,제주탑동골목,제주특별자치도 제주시 중앙로5길 13 1층,0507-1309-6417,
일본식주점,단또,제주특별자치도 제주시 신성로13길 32 1층단또,064-901-9131,
칵테일바,파라디스코 레트로퓨처,제주특별자치도 제주시 광양8길 17 1층,,
술집,미술집,제주특별자치도 제주시 원노형10길 32 1층,010-4810-6435,
와인바,오늘와인한잔 노형점,제주특별자치도 제주시 원노형남1길 24,064-745-3200,
실내포장마차,뻐꾸기 제주점,제주특별자치도 제주시 신성로13길 1,064-751-9995,
술집,더문,제주특별자치도 제주시 신대로16길 51,064-713-0607,
실내포장마차,성두길15포차,제주특별자치도 제주시 성두길 15 1층,,
"호프,요리주점",맵수다 노형점,제주특별자치도 제주시 월랑로 48,064-749-3355,
일본식주점,김씨술생활 제주함덕점,제주특별자치도 제주시 조천읍 함덕19길 7 3층,010-9443-5287,
실내포장마차,애월포차,제주특별자치도 제주시 애월읍 곽지9길 23 3층,,
칵테일바,아일랜드스톤,제주특별자치도 제주시 신성로13길 15,064-900-5486,
일본식주점,다미야,제주특별자치도 제주시 원노형6길 24,064-711-9253,
"호프,요리주점",혜안,제주특별자치도 제주시 해안마을10길 39 1층,064-743-0838,
"호프,요리주점",제주사자,제주특별자치도 제주시 도남로17길 21,,
오뎅바,간또 제주본점,제주특별자치도 제주시 연동7길 19,064-744-0901,
실내포장마차,고래밥,제주특별자치도 제주시 애월읍 애월로 93-1,,
"호프,요리주점",썬셋비치,제주특별자치도 제주시 한림읍 한림로 361 지하 1층,070-4898-1846,
"호프,요리주점",심야식당낭만혼술,제주특별자치도 제주시 신대로20길 1,0507-1308-5139,
"호프,요리주점",멜맥집,제주특별자치도 제주시 중앙로1길 41-1 1층,070-4251-4792,
실내포장마차,또올래실내포장마차,제주특별자치도 제주시 삼무로3길 14,064-747-2022,
"호프,요리주점",다찌,제주특별자치도 제주시 인다3길 8-2 1층,064-901-0808,
"호프,요리주점",역전할머니맥주 제주일도점,제주특별자치도 제주시 천수로9길 1,064-751-1982,
"호프,요리주점",호박이네,제주특별자치도 제주시 신광로10길 21 1층,064-744-6290,
"호프,요리주점",대한식당 연동점,제주특별자치도 제주시 삼무로 46 1층,064-900-2729,
"호프,요리주점",홍대부부,제주특별자치도 제주시 한림읍 협재4길 9,,
칵테일바,드링콩,제주특별자치도 제주시 한림읍 한림로 158,064-796-9110,
"호프,요리주점",혼디호프,제주특별자치도 제주시 고마로 130 1층,064-723-1831,
"호프,요리주점",제주우드펍,제주특별자치도 제주시 서해안로 348-1,,
"호프,요리주점",제주 화월랑,제주특별자치도 제주시 월랑로 50 지하1층,010-3288-9143,
"호프,요리주점",산전수전인생역전,제주특별자치도 제주시 은남길 40,064-746-5559,
"호프,요리주점",인쌩맥주 노형오거리점,제주특별자치도 제주시 다랑곶1길 9 1층,010-2692-0869,
"호프,요리주점",탭하우스더코너,제주특별자치도 제주시 도령로 27 베스트웨스턴제주호텔 1층,064-744-2007,
와인바,삼월,제주특별자치도 제주시 동문로2길 17-2,064-900-0340,
"호프,요리주점",빈대떡과사람덜,제주특별자치도 제주시 천수로6길 4,064-756-6669,
"호프,요리주점",홀스버드,제주특별자치도 제주시 고마로15길 2 2층,,
"호프,요리주점",1943 제주시청점,제주특별자치도 제주시 광양8길 7 2층,,
"호프,요리주점",호맥 일도점,제주특별자치도 제주시 고마로 151,064-751-1192,
"호프,요리주점",생활맥주 제주연동점,제주특별자치도 제주시 연동7길 40,064-712-7111,
"호프,요리주점",미우,제주특별자치도 제주시 신설로7길 27 1층,064-756-8600,
일본식주점,무지개,제주특별자치도 제주시 인다5길 20 1층,064-753-5336,
"호프,요리주점",2도비어 제주일도점,제주특별자치도 제주시 연수로3길 4 수양빌딩 1층,010-9354-8654,
"호프,요리주점",베라체,제주특별자치도 제주시 신설로11길 57,064-757-4994,
"호프,요리주점",역전할머니 제주삼화점,제주특별자치도 제주시 화삼북로 66,064-721-0268,
"호프,요리주점",또바기,제주특별자치도 제주시 정존13길 21,064-749-5348,
"호프,요리주점",상위호환,제주특별자치도 제주시 서광로32길 16-1 2층,070-4065-0167,
칵테일바,허클베리핀,제주특별자치도 제주시 노형5길 44 1층,064-742-1884,
"호프,요리주점",세리바,제주특별자치도 제주시 중앙로4길 1 1층,070-7543-5766,
일본식주점,산보,제주특별자치도 제주시 신대로14길 46,010-4511-1783,
술집,화사랑,제주특별자치도 제주시 서광로32길 10,,
"호프,요리주점",유피에스,제주특별자치도 제주시 광양14길 11 지하1층,064-723-1902,
일본식주점,오젠,제주특별자치도 제주시 고마로 123,064-900-4667,
칵테일바,우디집,제주특별자치도 제주시 동광로 97,,
"호프,요리주점",종달리엔심야식당,제주특별자치도 제주시 구좌읍 종달로7길 15,010-4470-5768,
"호프,요리주점",밀밭,제주특별자치도 제주시 수덕로 13,064-746-0058,
"호프,요리주점",황룡다이닝펍,제주특별자치도 제주시 우령8길 8 1층,064-902-9925,
와인바,제주멜즈,제주특별자치도 제주시 한림읍 협재1길 63,,
실내포장마차,번개포차,"제주특별자치도 제주시 연동9길 18 1,2층",,
"호프,요리주점",헬로프렌드,제주특별자치도 제주시 과원북2길 64,064-742-3050,
와인바,오늘와인한잔 제주시청점,제주특별자치도 제주시 서광로32길 14 1층,064-726-1555,
"호프,요리주점",서쪽밤,제주특별자치도 제주시 한림읍 한림로 336,064-796-8158,
와인바,일드뱅,제주특별자치도 제주시 신대로12길 56,064-745-1982,
"호프,요리주점",호맥,제주특별자치도 제주시 은남3길 34 1층,,
"호프,요리주점",녹두네,제주특별자치도 제주시 원노형로 42,064-713-4620,
"호프,요리주점",류빈,제주특별자치도 제주시 구남로6길 12,,
실내포장마차,화산양꼬치5호점,제주특별자치도 제주시 인다2길 36,064-727-5566,
술집,봉쟈블루스,제주특별자치도 제주시 구좌읍 해맞이해안로 1146-4,010-8858-3499,
일본식주점,청담이상 제주시청점,제주특별자치도 제주시 신성로13길 13,,
"호프,요리주점",탐라요정 신제주점,제주특별자치도 제주시 연동7길 31 2층,,
"호프,요리주점",할라산,제주특별자치도 제주시 신성로13길 27 지하 1층,,
와인바,소랑호게,제주특별자치도 제주시 한림읍 한림로 414-1,070-4151-3054,
"호프,요리주점",봉구통닭제주인제점,제주특별자치도 제주시 연수로3길 4,064-759-5953,
"호프,요리주점",월정리곳간,제주특별자치도 제주시 구좌읍 해맞이해안로 584-2,010-4775-5891,
"호프,요리주점",역전할머니맥주 외도점,제주특별자치도 제주시 우령2길 24,064-712-7624,
"호프,요리주점",역전할머니맥주 제주아라점,제주특별자치도 제주시 중앙로 576,,
"호프,요리주점",노가리앤비어 제주이도이동점,제주특별자치도 제주시 구남동2길 39 1층,,
"호프,요리주점",석인장,제주특별자치도 제주시 삼성로 108,,
실내포장마차,야시장,제주특별자치도 제주시 신산로 37,064-702-3271,
"호프,요리주점",맛있는온도,제주특별자치도 제주시 연수로5길 4,064-723-6995,
칵테일바,엘플로리디타,제주특별자치도 제주시 구좌읍 세화1길 39 1층,064-782-4447,
와인바,그라빠,제주특별자치도 제주시 구좌읍 월정5길 18-1 1동 1층 1호,010-5615-4757,
술집,제주한잔세화,제주특별자치도 제주시 구좌읍 세평항로 44,064-799-5575,
실내포장마차,주민상회 제주아라점,제주특별자치도 제주시 인다6길 61 1층,064-722-5087,
"호프,요리주점",노가리앤비어 제주노형점,제주특별자치도 제주시 월랑로10길 21,,
"호프,요리주점",디케이,제주특별자치도 제주시 광양10길 13 지하1층,,
일본식주점,제주잔마이,제주특별자치도 제주시 신대로18길 56 1층,064-743-1222,
"호프,요리주점",지하,제주특별자치도 제주시 광양14길 7 지하1층,064-759-4279,
와인바,오늘와인한잔 제주아라점,제주특별자치도 제주시 인다2길 36,,
"호프,요리주점",달맥,제주특별자치도 제주시 광양13길 6-2 1층,,
"호프,요리주점",라이프,제주특별자치도 제주시 원노형2길 28,064-711-7065,
"호프,요리주점",주다방 제원점,제주특별자치도 제주시 신대로16길 52 2층,,
실내포장마차,포차천국 제주시청점,제주특별자치도 제주시 광양14길 14 2층,064-755-1090,
칵테일바,웨이브제이,제주특별자치도 제주시 연동7길 24 3층,,
"호프,요리주점",탁탁,제주특별자치도 제주시 동광로6길 29-1,064-721-6068,
"호프,요리주점",프렙제주,제주특별자치도 제주시 중앙로 28 4층,064-753-0005,
술집,이가집,제주특별자치도 제주시 한림읍 한림해안로 7,,
일본식주점,경성주막1929 제주시청점,제주특별자치도 제주시 신성로13길 14-1 2층,064-756-0200,
"호프,요리주점",가리비안의해적,제주특별자치도 제주시 한림읍 한림로 335,,
"호프,요리주점",알콜달콜,제주특별자치도 제주시 원노형로 22,064-747-7942,
술집,크리스피201,제주특별자치도 제주시 한림읍 한림로 201,064-796-2012,
술집,도란포차,제주특별자치도 제주시 신성로13길 30 2층,010-7458-5599,
